Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"冰巨人",1125,50,15,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"远古火巨人",1126,50,15,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"风暴巨人堤丰",1127,85,20,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"远古风暴巨人",1128,56,15,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"幽魂",1129,50,0,0,0,0,附身者灵魂,-4,0,-3,0,-4,-7,60,="17+5",="21+6",="34+9",11,17,17,="41+12",="16+10"
"六臂蛇魔",1130,40,15,50,0,0,六臂蛇魔,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"拟似怪",1131,50,0,0,0,0,标准,0,1,-1,2,0,-1,108,="25+7",="30+10",="36+10",2,18,16,="60+18",="50+20"
"多彩蜈蚣",1132,30,20,100,0,0,蜈蚣6,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"雷霆手段建御名方",1133,56,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"神谕者事代主",1134,60,10,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"征服者大国主",1135,67,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"智慧之神思金神",1136,68,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"雷神建御雷神",1137,69,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"黄泉之神伊邪那美",1138,71,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"创世神伊邪那岐",1139,74,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"狂怒神须佐之男",1140,76,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"月神月读",1141,78,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"太阳神天照大神",1142,79,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"水妖卢萨尔卡",1143,33,7,0,0,0,标准,-4,3,0,1,-2,-2,95,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"暗影仙子",1144,25,7,0,0,0,标准,0,4,1,5,-2,4,97,="50+15",="44+12",="48+10",8,40,36,="55+21",="66+14"
"恶魔驴",1145,26,2,0,0,0,马,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"南瓜人",1146,18,2,0,0,0,标准,0,-1,-3,-2,-1,-4,92,="17+7",="23+11",="32+10",3,14,19,="55+20",="35+17"
"魔鬼猎人",1147,38,5,0,0,0,标准,2,-3,1,0,2,2,115,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"奥德",1148,38,10,0,0,0,标准,-3,5,2,3,1,4,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"赫尔加",1149,39,10,0,0,0,标准,-1,5,-2,3,2,-2,95,="34+7",="43+15",="41+11",6,19,33,="49+6",="27+7"
"格特鲁德",1150,40,10,0,0,0,标准,-3,5,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"骨魔",1151,65,20,0,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"冰魔",1152,69,20,0,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"狂战魔",1153,41,0,0,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"深渊炼魔",1154,77,20,0,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"迷诱魔",1155,43,0,0,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"判魂魔",1156,45,0,0,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"须魔",1157,55,10,0,0,0,标准,5,-3,-3,0,5,1,108,="22+12",="26+9",="34+12",1,13,12,="75+30",="13+6"
"弗洛魔",1158,40,0,0,0,0,标准,5,-3,-3,0,5,1,108,="22+12",="26+9",="34+12",1,13,12,="75+30",="13+6"
"洞穴戈姆",1159,60,15,0,0,0,巨型爬行动物,7,-4,-3,3,4,3,123,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"侯爵内比罗斯",1160,85,30,150,0,0,巨鸟,9,0,-12,1,6,4,127,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"命运三女神阿特洛波斯",1161,90,20,0,0,0,标准,0,-1,5,1,3,2,100,="29+7",="31+11",="43+12",4,19,21,="63+13",="42+11"
"高等娜迦",1162,55,10,130,0,0,娜迦,5,2,-2,0,3,1,111,="27+7",="33+10",="31+10",0,17,21,="76+18",="45+15"
"娜迦罗阇",1163,60,10,130,0,0,娜迦,5,2,-2,0,3,1,111,="27+7",="33+10",="31+10",0,17,21,="76+18",="45+15"
"魔斯拉",1164,80,20,160,0,0,巨型爬行动物,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"王者基多拉",1165,85,20,185,0,0,巨型爬行动物,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"死神塔纳托斯",1166,88,35,0,0,0,标准,7,2,1,-2,4,4,119,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"钻石巨龙",1167,60,15,200,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"巨脑魔",1168,32,-4,110,0,0,眼睛6,2,1,-2,2,2,0,103,="27+7",="37+10",="33+10",3,17,26,="61+18",="47+15"
"齐塔瑞人",1169,89,20,0,0,0,标准,7,2,1,-2,4,4,119,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"乌姆巴巴-萨马红戈",1170,92,20,0,0,0,标准,7,2,1,-2,4,4,119,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"火焰蜘蛛",1171,40,10,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"灵枢蜘蛛",1172,45,10,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"寒冰蜘蛛",1173,50,10,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"剧毒蜘蛛",1174,40,10,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"解离蜘蛛",1175,70,15,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"亡灵蜘蛛",1176,60,10,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"地狱蜘蛛",1177,80,15,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"星际之刃",1178,90,20,155,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"守护领主米迦勒",1179,98,20,175,0,0,标准,6,-1,10,3,6,10,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"迪克斯鲁兹拉特",1180,98,32,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"多尔",1181,97,15,50,0,0,赛伊格亚,-3,7,-1,3,-1,-1,93,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"冷酷的巴尔克梅格",1182,9,0,0,0,0,标准,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"怪诞者卢格",1183,11,0,0,0,0,标准,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"无情的博尔格",1184,22,5,0,0,0,标准,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"半兽人之王奥斯罗德",1185,32,10,0,0,0,标准,7,-3,-2,1,4,1,107,="23+12",="23+9",="34+12",-1,15,10,="80+30",="19+6"
"奥尔科巴尔之子奥尔科加",1186,23,5,0,0,0,标准,6,-3,-2,0,3,0,107,="23+12",="23+9",="34+12",-1,15,10,="80+30",="19+6"
"强大的奥尔科巴尔",1187,27,10,0,0,0,标准,7,-3,-2,1,4,1,107,="23+12",="23+9",="34+12",-1,15,10,="80+30",="19+6"
"半兽人狂战士",1188,16,3,0,0,0,标准,9,-18,-18,6,7,4,150,="-96+0",="-997+0",="-197+0",-98,-97,-87,="135+50",="-1993+0"
"半兽人邪术师",1189,23,8,0,0,0,标准,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"半兽人军阀",1190,22,3,0,0,0,标准,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"地狱之口",1191,93,30,175,0,0,漩涡8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"大漩涡维鲁因",1192,91,20,175,0,0,漩涡8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"禁魔风暴",1193,90,20,125,0,0,漩涡8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"苍蝇王别西卜",1194,90,20,175,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"谎言之父路西法",1195,100,30,242,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"潜伏的恐怖",1196,42,10,0,0,0,熊,5,-3,-3,0,5,4,112,="23+12",="28+9",="40+12",5,12,8,="70+30",="13+6"
"影魔",1197,48,10,100,0,0,标准,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"青铜魔像",1198,65,10,0,0,0,标准,9,-7,-7,-3,7,2,138,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"骸骨魔像",1199,65,10,0,0,0,标准,6,-3,-6,-1,4,1,132,="25+7",="31+10",="40+10",1,17,24,="76+18",="50+15"
"群魔殿",1200,94,30,50,0,0,标准,6,4,-11,3,3,3,111,="27+7",="44+10",="49+10",0,19,24,="76+18",="50+15"
"巴托里伯爵夫人",1201,58,20,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"蒸汽驱动的机械龙",1202,69,15,120,0,0,龙,9,-7,-7,-3,7,2,115,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"大审判官",1203,50,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"开膛手杰克",1204,90,40,0,0,0,标准,2,4,-2,6,1,2,89,="49+15",="46+12",="48+10",16,35,38,="70+21",="75+14"
"巴贝奇分析机",1205,96,30,130,0,0,标准,0,-2,-5,-1,2,-2,99,="25+7",="35+15",="44+11",2,15,28,="54+6",="20+7"
"拉图尔侯爵",1206,40,20,0,0,0,标准,2,0,2,1,1,0,106,="30+8",="37+11",="36+10",3,24,26,="56+18",="50+16"
"以太维度相位自动机",1207,96,40,255,0,0,标准,0,-2,-5,-1,2,-2,99,="25+7",="35+15",="44+11",2,15,28,="54+6",="20+7"
"青年银龙",1208,36,2,63,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"成年银龙",1209,37,5,80,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"极老银龙",1210,40,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"红宝石蛇",1211,45,10,110,0,0,娜迦,5,2,-2,0,3,1,111,="27+7",="33+10",="31+10",0,17,21,="76+18",="45+15"
"祖母绿蛇",1212,46,10,110,0,0,娜迦,5,2,-2,0,3,1,111,="27+7",="33+10",="31+10",0,17,21,="76+18",="45+15"
"紫水晶蛇",1213,47,10,110,0,0,娜迦,5,2,-2,0,3,1,111,="27+7",="33+10",="31+10",0,17,21,="76+18",="45+15"
"午夜巨龙",1214,50,15,125,0,0,龙,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"噩梦巨龙",1215,66,20,130,0,0,龙,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"飞翼恐惧",1216,48,10,0,0,0,鸟,6,-8,-8,3,6,-2,124,="20+12",="13+7",="36+10",0,13,7,="85+30",="55+30"
"三角龙",1217,33,1,70,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"梁龙",1218,34,0,70,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"甲龙",1219,35,-2,115,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"无齿翼龙",1220,40,11,60,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"巨型地懒",1221,30,-6,50,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"雕齿兽",1222,20,-3,80,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"异齿龙",1223,15,-2,40,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"都尔桑的乌鸦",1224,9,10,16,0,0,鸟,2,2,-1,1,0,1,105,="30+7",="36+10",="34+10",2,18,26,="56+18",="50+15"
"盲从者法王贾斯特肖恩",1225,86,21,0,0,0,标准,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"绵羊",1226,3,0,0,0,0,马,-2,-1,-1,-1,-2,-3,94,="15+5",="18+6",="28+9",1,12,12,="46+12",="19+10"
"地下室猫",1227,74,33,0,0,0,猎犬,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"啤酒元素",1228,35,0,40,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"方块国王祖比",1229,25,10,36,0,0,果冻6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"屏幕外的青年忍者龙魔像费斯蒂武斯",1230,91,25,190,0,0,龙,9,-7,-7,-3,7,2,115,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"因普洛林顿三世",1231,36,10,0,0,0,标准,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"东方人首领洛干",1232,36,10,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"旋转可憎之物穆鲁-希洛赫",1233,71,22,125,0,0,漩涡8,4,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"无体巨口克西里波加斯",1234,29,15,0,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"鸡蛇",1235,21,11,65,0,0,龙,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"独眼巨人莫伊",1236,49,22,0,0,0,标准,8,-5,-4,-1,6,0,124,="21+12",="15+7",="28+10",-1,12,7,="90+30",="65+30"
"冰鼬",1237,47,10,125,0,0,猎犬,5,-3,-3,0,5,4,112,="23+12",="28+9",="40+12",5,12,8,="70+30",="13+6"
"夜巡虫斯克鲁皮奥斯",1238,63,15,175,0,0,巨型蠕虫,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"奥克尔达德远古鹏鸟",1239,52,20,120,0,0,巨鸟,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"千里眼尼达罗斯",1240,33,11,0,0,0,标准,0,2,5,1,2,2,99,="34+10",="36+11",="41+10",5,25,29,="63+12",="47+17"
"鸭子",1241,1,-5,0,0,0,皮包骨,-9,0,-3,0,-9,-7,86,="17+5",="21+6",="34+9",4,17,17,="41+12",="16+10"
"平衡守护者阿努比斯",1242,88,20,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"吞噬者阿米特",1243,73,25,0,0,0,猎犬,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"远古者荷鲁斯",1244,92,40,0,0,0,巨鸟,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"原始混沌阿佩普",1245,89,20,0,0,0,耶梦加得,9,-4,-4,-3,6,2,135,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"拉之声托特",1246,60,15,0,0,0,标准,-4,3,0,1,-2,-2,95,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"狂怒女主人塞赫麦特",1247,97,30,200,0,0,猎犬,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"羽毛巨蟒维齐洛内华达",1248,60,18,128,0,0,娜迦,5,2,-2,0,3,1,111,="27+7",="33+10",="31+10",0,17,21,="76+18",="45+15"
"冰霜幽灵",1249,20,10,30,0,0,标准,3,-2,-2,-2,2,1,106,="20+7",="20+8",="40+15",-1,12,12,="50+15",="30+15"
"瞎眼独眼巨人波吕斐摩斯",1250,80,24,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"鲸鱼亲王马斯玛格",1251,74,18,170,0,0,鱼,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"尖啸鳗鱼",1252,23,4,0,0,0,鱼,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"高等天使梅塔特隆",1253,100,26,192,0,0,标准,6,-1,7,3,6,11,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"失落避风港女王昆德丽",1254,69,22,0,0,0,标准,-3,5,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"食人魔暴君加札克",1255,38,13,0,0,0,标准,10,-1,-4,1,8,0,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"芭芭雅嘎",1256,43,11,0,0,0,标准,-1,3,-1,0,1,-2,100,="27+7",="37+15",="35+11",1,15,25,="54+6",="15+7"
"守护神瓦吉特",1257,64,15,115,0,0,蛇,5,2,-2,0,3,1,111,="27+7",="33+10",="31+10",0,17,21,="76+18",="45+15"
"秃鹫之母涅赫贝特",1258,57,20,110,0,0,鸟,5,-3,-6,2,4,-3,113,="25+7",="31+10",="39+10",1,17,21,="71+18",="50+15"
"重生者奥西里斯",1259,92,28,0,0,0,标准,4,-8,-8,1,10,1,135,="20+12",="13+7",="37+10",1,15,11,="85+23",="20+15"
"毁灭者赛特",1260,91,23,150,0,0,标准,7,3,1,-1,3,4,115,="25+7",="39+10",="35+10",0,19,24,="81+18",="50+15"
"拉尔弗斯的女法主卢托盖达",1261,57,11,0,0,0,标准,-3,6,2,2,1,-2,94,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"爱斯基摩人",1262,43,15,0,0,0,标准,2,2,-1,1,0,1,105,="30+7",="36+10",="34+10",2,18,26,="56+18",="50+15"
"伟大女神伊西斯",1263,88,26,0,0,0,标准,0,-1,9,1,3,6,100,="29+7",="31+11",="43+12",4,19,21,="63+13",="42+11"
"黑夜主宰奈芙蒂斯",1264,77,21,0,0,0,标准,0,-1,8,1,3,5,100,="29+7",="31+11",="43+12",4,19,21,="63+13",="42+11"
"神圣工匠普塔",1265,83,18,200,0,0,标准,5,-3,1,-1,2,0,109,="32+10",="28+9",="29+9",0,22,20,="75+19",="45+14"
"神秘者阿蒙",1266,97,23,175,0,0,标准,3,4,1,3,3,1,105,="34+7",="39+10",="37+10",4,21,29,="71+18",="57+15"
"木乃伊王",1267,56,16,0,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"木乃伊巫师",1268,47,18,0,0,0,标准,-2,-3,-6,2,2,-5,102,="25+7",="35+15",="43+11",2,15,25,="49+6",="20+7"
"蛇豹",1269,58,30,99,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"赛特之兽",1270,65,34,128,0,0,猎犬,7,3,1,-1,3,4,115,="25+7",="39+10",="35+10",0,19,24,="81+18",="50+15"
"天牛哈托尔",1271,82,20,0,0,0,标准,0,-1,8,1,3,5,100,="29+7",="31+11",="43+12",4,19,21,="63+13",="42+11"
"飞天鱼公鸡",1272,73,32,262,0,0,鱼公鸡,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"巨蛾",1273,2,22,10,0,0,皮包骨,-4,-3,-3,-3,-4,-8,39,="12+5",="16+6",="26+9",3,12,9,="36+12",="14+10"
"欺诈者阿库瓦尔特",1274,72,15,145,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"残酷者温塔莫",1275,23,1,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"海巨人",1276,45,13,95,0,0,标准,9,-1,0,0,5,4,126,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"海巨人神王埃吉尔",1277,77,19,0,0,0,标准,7,0,1,0,4,7,118,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"巨型野猪赫林福特",1278,24,15,77,0,0,熊,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"闪烁的灯光",1279,19,5,20,0,0,鬼火,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"雪魔像",1280,18,0,28,0,0,标准,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"海象艾杰姆",1281,83,20,160,0,0,大象,2,2,-1,1,0,1,105,="30+7",="36+10",="34+10",2,18,26,="56+18",="50+15"
"肮脏的抹布",1282,50,0,0,0,0,盔甲,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"性感泳装",1283,50,0,0,0,0,盔甲,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"嘶嘶怪",1284,26,5,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"小妖精先知格拉戈马尼",1285,61,21,0,0,0,标准,1,-5,5,-3,2,3,103,="27+7",="33+11",="46+12",1,23,18,="63+13",="35+11"
"篡位者卡斯塔米尔",1286,38,11,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"天使隐伏怪",1287,61,10,0,0,0,克尔苏格,-5,0,-2,2,0,14,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"伊库-图尔索",1288,62,20,128,0,0,章鱼,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"高塔的波文领主",1289,52,18,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"蜘蛛脑",1290,52,10,0,0,0,蜘蛛,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"追踪像素",1291,52,13,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"马克福音",1292,56,18,125,0,0,巨著,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"瘟疫武僧",1293,14,2,20,0,0,皮包骨,-3,-2,1,0,-2,-2,92,="27+7",="31+11",="46+12",5,21,23,="43+13",="32+11"
"斯卡文刺客",1294,14,4,25,0,0,皮包骨,-3,-2,1,0,-2,-2,92,="27+7",="31+11",="46+12",5,21,23,="43+13",="32+11"
"鼠巨魔",1295,15,5,0,0,0,标准,7,-2,-3,1,5,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"灰先知",1296,17,6,30,0,0,皮包骨,-3,-2,1,0,-2,-2,92,="27+7",="31+11",="46+12",5,21,23,="43+13",="32+11"
"沼泽鼠",1297,10,5,20,0,0,皮包骨,-1,2,-3,4,-2,-3,92,="47+15",="40+12",="42+10",8,37,39,="55+21",="57+14"
"瘟疫鼠",1298,11,6,20,0,0,皮包骨,-1,2,-3,4,-2,-3,92,="47+15",="40+12",="42+10",8,37,39,="55+21",="57+14"
"老鼠王子尼祖基尔",1299,16,7,0,0,0,小狗,-6,4,-2,2,-4,-6,87,="32+7",="43+15",="44+11",6,21,35,="29+6",="17+7"
"死亡南瓜",1300,45,10,75,0,0,南瓜,6,-2,0,-1,4,1,120,="20+12",="19+7",="36+10",0,14,11,="85+30",="52+30"
"赫鲁加",1301,31,12,30,0,0,马,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"杰克灯王",1302,52,18,0,0,0,标准,2,4,-2,6,1,2,89,="49+15",="46+12",="48+10",16,35,38,="70+21",="75+14"
"复活机器",1303,100,42,192,0,0,标准,-1,-5,-7,0,4,6,68,="25+7",="43+18",="81+13",1,11,30,="20+0",="0+0"
"巨魔女祭司斯普尔加",1304,40,13,0,0,0,标准,3,-7,2,-4,3,0,107,="20+7",="22+11",="35+12",0,15,13,="68+13",="29+11"
"共产巨龙普里夫提杜斯图里克斯",1305,85,22,175,0,0,龙,9,0,1,-1,6,8,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"东南方坏女巫",1306,40,12,0,0,0,标准,-3,5,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"燃烧的灌木",1307,26,0,0,0,0,树,0,-1,1,-4,0,-3,83,="10+5",="19+6",="33+9",0,12,11,="61+12",="16+10"
"蓝环章鱼",1308,20,0,30,0,0,鬼火,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
